ageb,residentes,permanecen_en_ageb,proporcion,CVE_AGEB,POBTOT
0,37,0,0,0023,0
1,0,0,NaN,0042,2
2,0,0,NaN,0076,4
3,1,0,0,0080,685
4,6,0,0,0095,1254
5,2,0,0,0108,243
6,16,0,0,0112,1114
7,11,0,0,0131,1008
8,0,0,NaN,0146,0
9,2,0,0,0150,4
10,0,0,NaN,0199,102
11,4,0,0,0216,198
12,0,0,NaN,0220,10
13,0,0,NaN,0273,11
14,0,0,NaN,0288,29
15,1,0,0,0292,0
16,0,0,NaN,0305,29
17,0,0,NaN,0324,0
18,0,0,NaN,0339,722
19,0,0,NaN,0343,2379
20,0,0,NaN,0358,433
21,9,0,0,0362,382
22,43,0,0,0377,7
23,2,0,0,0381,70
24,27,0,0,0396,1211
25,0,0,NaN,0409,1141
26,48,0,0,0413,9
27,13,0,0,0428,6
28,10,0,0,0432,116
29,0,0,NaN,0466,351
30,2,0,0,0470,1267
31,0,0,NaN,0502,2162
32,4,0,0,0517,2589
33,10,0,0,0521,1736
34,0,0,NaN,0536,150
35,9,0,0,0540,603
36,9,0,0,0555,2350
37,3,0,0,0574,1066
38,1,0,0,0593,4763
39,5,0,0,0606,561
40,8,0,0,0610,664
41,4,0,0,0625,398
42,4,0,0,0644,229
43,27,0,0,0659,97
44,7,0,0,0663,483
45,459,0,0,0678,862
46,12,0,0,0682,25
47,166,0,0,0697,249
48,4,0,0,0714,320
49,7,0,0,0729,990
50,1,0,0,0733,0
51,5,0,0,0748,68
52,40,0,0,0752,0
53,0,0,NaN,0767,0
54,20,0,0,0771,46
55,11,0,0,0786,166
56,12,0,0,0790,1667
57,0,0,NaN,0803,1001
58,2,0,0,0818,0
59,0,0,NaN,0837,0
60,1,0,0,0841,0
61,1,0,0,0894,612
62,671,0,0,0907,3149
63,17,0,0,0911,318
64,43,0,0,0926,54
65,0,0,NaN,0945,1128
66,0,0,NaN,0964,0
67,30,0,0,1055,101
68,3,0,0,1074,1089
69,15,0,0,1089,0
70,1,0,0,1093,33
71,0,0,NaN,1106,99
72,19,0,0,1110,261
73,11,0,0,1125,770
74,0,0,NaN,1144,3061
75,1,0,0,1159,401
76,3,0,0,1163,0
77,14,0,0,1178,0
78,0,0,NaN,1197,281
79,1,0,0,1214,0
80,0,0,NaN,1233,1
81,0,0,NaN,1248,0
82,1,0,0,1267,0
83,0,0,NaN,1271,2
84,22,0,0,1286,288
85,1,0,0,1290,186
86,0,0,NaN,1303,2271
87,1,0,0,1318,632
88,3,0,0,1322,7
89,18,0,0,1360,24
90,0,0,NaN,1375,7
91,0,0,NaN,1394,1427
92,0,0,NaN,1407,323
93,0,0,NaN,1411,770
94,0,0,NaN,1426,962
95,1,0,0,1430,2059
96,5,0,0,1445,1955
97,12,0,0,1464,328
98,6,0,0,1479,61
99,0,0,NaN,1746,4174
100,3,0,0,1750,2722
101,0,0,NaN,1799,2271
102,0,0,NaN,1835,2540
103,7,0,0,1854,1608
104,1,0,0,1869,2202
105,2,0,0,1873,2237
106,595,0,0,1888,1614
107,9,0,0,1905,1856
108,20,0,0,1924,1627
109,168,0,0,1939,1476
110,2,0,0,1943,1388
111,1,0,0,1958,1022
112,421,0,0,1996,823
113,2239,0,0,2000,1053
114,136,0,0,2015,1146
115,195,0,0,2049,1898
116,249,0,0,2068,1212
117,143,0,0,2072,1378
118,61,0,0,2087,853
119,139,0,0,2091,601
120,553,1,0.00180831826401,2195,2910
121,94,0,0,2208,1794
122,117,0,0,2246,14443
123,349,1,0.00286532951289,2250,6061
124,158,1,0.00632911392405,2265,2968
125,189,0,0,2299,2839
126,108,0,0,2335,6062
127,126,0,0,2354,3270
128,143,0,0,2373,3047
129,1105,4,0.00361990950226,2388,4185
130,119,0,0,2405,3421
131,368,0,0,2443,3672
132,93,0,0,2458,2511
133,55,0,0,2462,737
134,338,0,0,2477,2982
135,26,0,0,2481,870
136,44,0,0,2509,2279
137,128,0,0,2513,900
138,76,0,0,2528,5911
139,2090,0,0,2532,2541
140,3847,0,0,2547,2286
141,262,0,0,2551,2357
142,192,0,0,2566,18
143,633,0,0,2570,10
144,124,0,0,2585,5372
145,177,0,0,2602,177
146,187,0,0,2617,5748
147,651,0,0,2621,7410
148,144,0,0,2636,1851
149,306,1,0.00326797385621,2640,3360
150,271,0,0,2655,1860
151,148,0,0,2706,5435
152,411,0,0,2710,8006
153,44,0,0,2744,56
154,185,0,0,2763,7242
155,308,0,0,2778,4472
156,456,0,0,2852,1
157,152,0,0,2886,3806
158,130,0,0,2890,2769
159,106,0,0,2903,3088
160,98,0,0,2918,2212
161,1087,0,0,2922,1331
162,385,0,0,2937,1606
163,268,0,0,2941,1522
164,113,0,0,2956,2410
165,839,1,0.00119189511323,2960,1352
166,789,1,0.00126742712294,2975,2909
167,284,0,0,2994,1849
168,220,0,0,3009,846
169,547,0,0,3013,820
170,3187,3,0.000941324129275,3028,386
171,601,0,0,3032,726
172,1818,0,0,3047,1105
173,1171,2,0.00170794192997,3051,2855
174,696,0,0,3066,1730
175,17,0,0,3070,2254
176,1280,0,0,3085,2515
177,530,0,0,3225,2371
178,2392,0,0,3244,4564
179,194,0,0,3259,3904
180,179,0,0,3263,3766
181,108,0,0,3278,4110
182,1576,1,0.000634517766497,3282,1770
183,177,0,0,3297,5231
184,152,0,0,3314,2781
185,29,0,0,3329,1898
186,53,0,0,3333,2509
187,74,0,0,3348,2843
188,100,0,0,3352,126
189,63,1,0.015873015873,3367,918
190,640,0,0,3371,2021
191,114,0,0,3386,1812
192,151,0,0,3390,3881
193,791,0,0,3418,2341
194,529,0,0,3422,2808
195,66,0,0,3437,2714
196,201,0,0,3441,1644
197,1712,0,0,3456,2073
198,148,0,0,3460,3751
199,206,0,0,4844,4316
200,198,0,0,4859,2402
201,161,0,0,4863,8169
202,157,0,0,4878,231
203,179,0,0,4914,1511
204,15,0,0,4929,2278
205,500,1,0.002,4933,2482
206,25,0,0,4948,2704
207,15,0,0,4952,2275
208,28,0,0,4967,4061
209,59,0,0,4971,2244
210,107,0,0,4986,2004
211,19,0,0,4990,3141
212,1029,1,0.000971817298348,5005,5
213,223,0,0,5039,3804
214,54,1,0.0185185185185,5043,2588
215,75,0,0,5058,2447
216,55,0,0,5062,2458
217,196,0,0,5077,1289
218,142,0,0,5081,1156
219,132,0,0,5096,2016
220,126,0,0,5109,1521
221,85,0,0,5113,2636
222,46,0,0,5128,2824
223,393,0,0,5132,3356
224,201,0,0,5151,2472
225,2765,6,0.00216998191682,5166,2126
226,92,0,0,5170,1959
227,170,0,0,5185,1742
228,65,0,0,5202,1415
229,214,0,0,5217,3172
230,129,0,0,5221,1934
231,36,0,0,5236,2388
232,22,0,0,5240,728
233,26,0,0,5255,604
234,18,0,0,5274,2193
235,72,0,0,5289,1526
236,27,0,0,5293,1588
237,5,0,0,5306,1965
238,146,1,0.00684931506849,5310,1741
239,89,0,0,5325,1412
240,119,0,0,5344,2703
241,129,0,0,5359,2099
242,72,0,0,5363,2988
243,314,0,0,5378,3756
244,113,0,0,5382,3353
245,90,0,0,5397,3036
246,324,0,0,5414,3326
247,309,0,0,5429,745
248,52,0,0,5433,1414
249,83,0,0,5448,1675
250,111,0,0,5452,2414
251,20,0,0,5467,1310
252,40,0,0,5471,1509
253,11,0,0,5486,2284
254,7,0,0,5490,3371
255,63,0,0,5503,1828
256,483,0,0,5518,528
257,102,0,0,5522,1336
258,26,0,0,5537,1310
259,37,0,0,5560,5298
260,1586,2,0.00126103404792,5575,4810
261,102,0,0,5594,2608
262,47,0,0,5607,1646
263,72,0,0,5611,1254
264,113,0,0,5626,2476
265,70,0,0,5630,2865
266,26,0,0,5645,1470
267,51,0,0,5664,1156
268,199,0,0,5679,460
269,148,0,0,5683,2814
270,85,0,0,5698,4061
271,96,0,0,5700,2586
272,307,0,0,5715,2587
273,3162,9,0.00284629981025,5734,1270
274,305,0,0,5749,1374
275,179,0,0,5753,152
276,83,0,0,5768,861
277,55,0,0,5772,2762
278,35,0,0,5823,2590
279,48,0,0,5838,1322
280,74,0,0,5842,2178
281,268,0,0,5857,1735
282,210,0,0,5861,1452
283,102,0,0,5876,2322
284,170,0,0,5880,341
285,294,0,0,5895,89
286,53,0,0,5908,64
287,71,0,0,5912,70
288,554,0,0,5927,397
289,614,0,0,5965,1514
290,86,0,0,5984,3672
291,110,0,0,5999,2627
292,25,0,0,6003,4749
293,69,0,0,6018,4285
294,101,0,0,6022,2166
295,174,0,0,6037,1568
296,162,0,0,6041,3842
297,406,0,0,6056,2032
298,7,0,0,6060,4322
299,5,0,0,6075,2070
300,674,0,0,6107,16
301,215,0,0,6111,81
302,69,0,0,6126,1976
303,237,0,0,6130,3444
304,50,0,0,6145,1248
305,50,0,0,6164,1981
306,26,0,0,6179,487
307,0,0,NaN,6183,310
308,16,0,0,6198,563
309,76,0,0,6200,6095
310,52,0,0,6215,2103
311,1302,0,0,6234,100
312,52,0,0,6304,666
313,104,0,0,6319,2427
314,21,0,0,6323,841
315,22,0,0,6338,2537
316,16,0,0,6342,0
317,1,0,0,6357,118
318,0,0,NaN,6361,636
319,3,0,0,6376,3307
320,0,0,NaN,6380,277
321,28,0,0,6395,392
322,84,0,0,6408,5
323,37,0,0,6412,71
324,63,0,0,6427,55
325,125,0,0,6431,374
326,91,0,0,6446,2149
327,173,0,0,6450,4709
328,60,0,0,6465,1191
329,117,0,0,6624,2317
330,148,0,0,6639,2011
331,140,0,0,6643,4729
332,126,0,0,6658,4754
333,0,0,NaN,6662,3771
334,1,0,0,6677,3837
335,1,0,0,6681,1927
336,34,0,0,6696,376
337,45,0,0,6709,774
338,132,0,0,6713,329
339,1088,0,0,6728,80
340,32,0,0,6732,959
341,2,0,0,6747,412
342,2,0,0,6751,148
343,1,0,0,6766,2750
344,138,0,0,6770,1365
345,78,0,0,6785,28
346,191,0,0,6802,2423
347,6,0,0,6817,4355
348,6,0,0,6821,4
349,51,0,0,6836,2217
350,14,0,0,6840,3288
351,137,0,0,6855,1257
352,4,0,0,6874,628
353,0,0,NaN,6893,157
354,3,0,0,6906,400
355,40,0,0,6910,2620
356,1,0,0,6925,1656
357,1,0,0,6944,2344
358,1,0,0,6959,2016
359,1,0,0,6963,3684
360,1,0,0,6978,1471
361,3,0,0,6982,2411
362,42,0,0,6997,595
363,91,0,0,7001,596
364,7,0,0,7016,164
365,0,0,NaN,7020,2061
366,53,0,0,7035,715
367,14,0,0,7054,1553
368,56,0,0,7069,550
369,98,0,0,7073,39
370,1644,5,0.00304136253041,7088,166
371,423,0,0,7092,252
372,45,0,0,7105,71
373,2,0,0,7124,168
374,3,0,0,7139,17
375,4,0,0,7143,162
376,4,0,0,7158,727
377,11,0,0,7162,512
378,11,0,0,7177,2311
379,0,0,NaN,7181,292
380,18,0,0,7196,621
381,3,0,0,7209,1143
382,0,0,NaN,7213,915
383,0,0,NaN,7228,1383
384,14,0,0,7232,2694
385,94,0,0,7247,614
386,6,0,0,7251,790
387,24,0,0,7266,83
388,37,0,0,7270,566
389,28,0,0,7285,333
390,0,0,NaN,7302,340
391,2,0,0,7317,852
392,4,0,0,7321,0
393,12,0,0,7336,559
394,16,0,0,7340,299
395,20,0,0,7355,3648
396,20,0,0,7374,0
397,21,0,0,7389,4455
398,17,0,0,7393,172
399,62,0,0,7406,92
400,17,0,0,7410,93
401,64,0,0,7425,7
402,11,0,0,7444,2533
403,2,0,0,7459,11
404,2,0,0,7463,2441
405,16,0,0,7478,506
406,5,0,0,7482,1259
407,12,0,0,7497,367
408,21,0,0,7514,1175
409,18,0,0,7529,2750
410,0,0,NaN,7548,79
411,1,0,0,7552,58
412,0,0,NaN,7567,405
413,1,0,0,7571,104
414,3,0,0,7586,279
415,3,0,0,7603,214
416,0,0,NaN,7618,47
417,0,0,NaN,7622,0
418,8,0,0,7637,279
419,4,0,0,7641,180
420,33,0,0,7656,491
421,14,0,0,7660,503
422,4,0,0,7675,329
423,56,0,0,7694,10
424,14,0,0,7707,1460
425,5,0,0,7711,874
426,23,0,0,7726,397
427,95,0,0,7764,563
428,2,0,0,7779,1495
429,1,0,0,7783,1072
430,8,0,0,7798,1258
431,2,0,0,7800,2708
432,4,0,0,7815,2062
433,1,0,0,7834,447
434,16,0,0,7849,16
435,9,0,0,7853,39
436,3,0,0,7868,927
437,1,0,0,7872,1359
438,3298,8,0.00242571255306,7887,768
439,929,0,0,7891,0
440,2,0,0,7904,3499
441,35,0,0,7919,0
442,5,0,0,7923,4191
443,3,0,0,7938,1404
444,4,0,0,7942,0
445,0,0,NaN,7957,575
446,1,0,0,7961,50
447,18,0,0,7976,103
448,48,0,0,7980,767
449,79,0,0,7995,200
450,9,0,0,8014,2723
451,58,1,0.0172413793103,8029,4041
452,13,0,0,8033,5932
453,106,0,0,8048,1512
454,13,0,0,8052,2283
455,262,0,0,8067,1952
456,3,0,0,8071,1286
457,0,0,NaN,8090,736
458,1,0,0,8103,0
459,1,0,0,8118,0
460,1,0,0,8122,393
461,1,0,0,8137,2889
462,4,0,0,8141,452
463,0,0,NaN,8211,678
464,1,0,0,8226,2
465,1,0,0,8230,27
466,30,0,0,8245,0
467,10,0,0,8264,141
468,6,0,0,8279,3314
469,5,0,0,8283,2388
470,7,0,0,8298,497
471,33,0,0,8300,417
472,8,0,0,8315,86
473,0,0,NaN,8334,504
474,0,0,NaN,8349,0
475,0,0,NaN,8353,0
476,0,0,NaN,8368,8
477,5,0,0,8372,14
478,16,0,0,8387,37
479,39,0,0,8391,89
480,7,0,0,8404,1028
481,54,0,0,8419,416
482,3,0,0,8423,70
483,4,0,0,8438,356
484,1,0,0,8442,557
485,5,0,0,8457,59
486,2,0,0,8461,442
487,0,0,NaN,8476,508
488,36,0,0,8480,32
489,0,0,NaN,8495,2
490,29,0,0,8508,130
491,5,0,0,8512,0
492,0,0,NaN,8527,64
493,8,0,0,8531,1107
494,2,0,0,8546,575
495,0,0,NaN,8550,2061
496,14,0,0,8584,11
497,0,0,NaN,8599,78
498,0,0,NaN,8601,88
499,25,0,0,8616,11
500,58,0,0,8620,10
501,29,0,0,8635,2041
502,20,0,0,8654,1156
503,16,0,0,8669,14
504,28,0,0,8673,87
505,21,0,0,8688,8
506,9,0,0,8692,283
507,0,0,NaN,8705,490
508,0,0,NaN,8724,2
509,0,0,NaN,8739,904
510,63,0,0,8743,1
511,1,0,0,8758,275
512,33,0,0,8832,10
513,0,0,NaN,8847,5
514,0,0,NaN,8851,104
515,8,0,0,8866,1170
516,3,0,0,8870,3548
517,0,0,NaN,8885,1747
518,20,0,0,8902,207
519,12,0,0,8917,721
520,14,0,0,8921,222
521,7,0,0,8936,106
522,3,0,0,8940,25
523,0,0,NaN,8955,4065
524,2,0,0,8989,25
525,0,0,NaN,8993,2973
526,0,0,NaN,017A,60
527,3,0,0,024A,2
528,0,0,NaN,031A,0
529,0,0,NaN,049A,1393
530,4,0,0,056A,1971
531,7,0,0,063A,1706
532,2,0,0,070A,842
533,1,0,0,095A,796
534,1,0,0,106A,0
535,7,0,0,113A,11
536,9,0,0,120A,1703
537,1,0,0,138A,2
538,3,0,0,145A,1401
539,40,0,0,177A,2032
540,2,0,0,184A,2536
541,0,0,NaN,191A,1663
542,15,0,0,202A,3065
543,6,0,0,234A,2825
544,10,0,0,273A,1341
545,37,0,0,280A,3180
546,52,0,0,298A,1322
547,0,0,NaN,323A,2676
548,0,0,NaN,330A,2318
549,0,0,NaN,483A,4005
550,0,0,NaN,490A,3127
551,0,0,NaN,519A,1960
552,1,0,0,526A,1665
553,21,0,0,533A,1994
554,5,0,0,540A,2859
555,13,0,0,558A,2232
556,0,0,NaN,565A,2856
557,0,0,NaN,572A,2435
558,3,0,0,597A,3227
559,0,0,NaN,608A,644
560,3,0,0,615A,2964
561,11,0,0,622A,7394
562,0,0,NaN,647A,74
563,5,0,0,679A,0
564,8,0,0,686A,0
565,1,0,0,693A,2199
566,0,0,NaN,704A,1267
567,0,0,NaN,711A,216
568,3,0,0,729A,289
569,3,0,0,736A,1
570,45,0,0,743A,142
571,16,0,0,750A,5444
572,4,0,0,768A,139
573,2,0,0,782A,122
574,3,0,0,800A,221
575,0,0,NaN,825A,1760
576,16,0,0,832A,9
577,0,0,NaN,857A,24
578,23,0,0,864A,424
579,3,0,0,871A,4
580,4,0,0,889A,2080
581,17,0,0,896A,305
